,text,object_location_type,timeRange,spatial_relation,movie_name,location_name,movie_type,object_type
359,find a cinema showing The Mandrake  nearest at one o'clock,cinema,one o'clock,nearest,The Mandrake,,,
360,What are the movie times for movies  close by,,,close by,,,movies,movie times
361,Tell me the movie schedule for Warren Theatres,,,,,Warren Theatres,,movie schedule
362,Is Romulus and the Sabines playing at the nearest  cinema at ten,cinema,ten,nearest,Romulus and the Sabines,,,
363,Is The Angelus playing at the movie house at dinner time?,movie house,dinner,,The Angelus,,,
364,I would like to see the closest  cinema playing films .,cinema,,closest,,,films,
365,Find movie schedules for IMAX Corporation .,,,,,IMAX Corporation,,movie schedules
366,What is the movie schedules for animated movies  in the neighbourhood,,,in the neighbourhood,,,animated movies,movie schedules
367,What are the movie times for animated movies  in the area ?,,,in the area,,,animated movies,movie times
368,What is the movie schedule for movies  in the neighbourhood ,,,in the neighbourhood,,,movies,movie schedule
369,give me the movie schedules for Southern Theatres,,,,,Southern Theatres,,movie schedules
370,What is the movie schedule of animated movies  nearby,,,nearby,,,animated movies,movie schedule
371,Are there any animated movies playing in the neighborhood ?,,,in the neighborhood,,,animated movies,
372,What time is Return from Hell playing at the nearest  movie house,movie house,,nearest,Return from Hell,,,
373,whats the closest  movie house showing Medal of Honor,movie house,,closest,Medal of Honor,,,
374,When is Eye of the Spider playing at Regal Entertainment Group ?,,,,Eye of the Spider,Regal Entertainment Group,,
375,when are animated movies playing at Goodrich Quality Theaters,,,,,Goodrich Quality Theaters,animated movies,
376,Find the movie schedule for National Amusements .,,,,,National Amusements,,movie schedule
377,When is You Walk So Softly playing at Kerasotes Theatres,,,,You Walk So Softly,Kerasotes Theatres,,
378,Find me a showing of The Vanquished that starts nine hours and 1 second from now .,,nine hours and 1 second from now,,The Vanquished,,,
379,When is For One Night playing at Loews Cineplex Entertainment ?,,,,For One Night,Loews Cineplex Entertainment,,
380,I'd like to watch Mission to Mir,,,,Mission to Mir,,,
381,show the schedule of movie The Statue,,,,The Statue,,,schedule
382,When is Em4Jay playing at the movie theatre ?,movie theatre,,,Em4Jay,,,
383,Find the movie schedule .,,,,,,,movie schedule
384,What are the movie times for films playing nearby,,,nearby,,,films,movie times
385,What are the current movie schedules for AMC Theatres ?,,,,,AMC Theatres,,movie schedules
386,Is The Country Doctor on the schedule at any theater near me?,,,,The Country Doctor,,,schedule
387,Are there any animated movies playing at the closest  cinema ?,cinema,,closest,,,animated movies,
388,Where can I watch The Mark in a cinema,cinema,,,The Mark,,,
389,what movies are on the movie schedules for five hours from now  in the neighbourhood,,five hours from now,in the neighbourhood,,,movies,movie schedules
390,What's the movie schedule for animated movies  in the neighborhood,,,in the neighborhood,,,animated movies,movie schedule
391,what is the movie schedule for animated movies playing close by,,,close by,,,animated movies,movie schedule
392,What time are films showing at KB Theatres,,,,,KB Theatres,films,
393,show the movie schedules and films  in the area,,,in the area,,,films,movie schedules
394,show me the movie schedules,,,,,,,movie schedules
395,I'd like to see movie times for animated movies playing in the neighborhood that are starting now .,,now,in the neighborhood,,,animated movies,movie times
396,I'd like to watch I Wish at the nearest  movie theatre,movie theatre,,nearest,I Wish,,,
397,What movie house is showing Flower and Snake at 08:56:29 ?,movie house,08:56:29,,Flower and Snake,,,
398,show movie schedules,,,,,,,movie schedules
399,what movie theatre is showing Manorama Six Feet Under,movie theatre,,,Manorama Six Feet Under,,,
400,When is Scaramouche playing?,,,,Scaramouche,,,
401,show me the schedule of Outlaw of Gor at nearest  movie house at 5 A.M.,movie house,5 A.M.,nearest,Outlaw of Gor,,,
402,What time is Tommy and Quadrophenia Live playing at Marcus Corporation,,,,Tommy and Quadrophenia Live,Marcus Corporation,,
403,Find the schedule for The Tale of Sweeney Todd at seven o'clock .,,seven o'clock,,The Tale of Sweeney Todd,,,schedule
404,find start time in 12 seconds for National Bomb,,in 12 seconds,,National Bomb,,,
405,When will Third Person Singular Number be playing?,,,,Third Person Singular Number,,,
406,Where is Project A Part II playing?,,,,Project A Part II,,,
407,Which films are playing at the IMAX Corporation ?,,,,,IMAX Corporation,films,
408,find Half a Truth,,,,Half a Truth,,,
409,showtimes for the closest  movie theatre that is showing Operation Autumn,movie theatre,,closest,Operation Autumn,,,
410,What theater is playing Haunted Honeymoon ,,,,Haunted Honeymoon,,,
411,List movie times at Harkins Theatres,,,,,Harkins Theatres,,movie times
412,What animated movies are showing in the neighborhood ,,,in the neighborhood,,,animated movies,
413,Find time for All About Hash,,,,All About Hash,,,
414,What movie schedules are at National Amusements,,,,,National Amusements,,movie schedules
415,Can you tell me the movies playing at United Paramount Theatres,,,,,United Paramount Theatres,movies,
416,Find time for Ace of the Saddle,,,,Ace of the Saddle,,,
417,Is The Day of the Beast playing at three p.m. ?,,three p.m.,,The Day of the Beast,,,
418,What films are scheduled around here ?,,,around here,,,films,
419,Is A Tree Grows in Brooklyn playing in one hour,,in one hour,,A Tree Grows in Brooklyn,,,
420,show the movie schedule,,,,,,,movie schedule
421,find films with movie schedules that are nearby,,,nearby,,,films,movie schedules
422,Which animated movies are playing at the nearest  movie house ?,movie house,,nearest,,,animated movies,
423,find Hear Me Good,,,,Hear Me Good,,,
424,what is playing for movies at B&B Theatres,,,,,B&B Theatres,movies,
425,what movies are at Loews Cineplex,,,,,Loews Cineplex,movies,
426,At AMC Theaters what is the movie schedule ?,,,,,AMC Theaters,,movie schedule
427,can i get the movie schedule for Goodrich Quality Theaters,,,,,Goodrich Quality Theaters,,movie schedule
428,Tell me what movies are at AMC Theatres .,,,,,AMC Theatres,movies,
429,What time is High Schools playing,,,,High Schools,,,
430,Find me The Age for Love playing at the closest  movie house .,movie house,,closest,The Age for Love,,,
431,Find the movie schedule for B&B Theatres .,,,,,B&B Theatres,,movie schedule
432,Where is the closest  cinema playing Soapsuds and Sapheads,cinema,,closest,Soapsuds and Sapheads,,,
433,Can I get the showtimes for the closest  movie theatre that has the newest films .,movie theatre,,closest,,,films,
434,Let me have the movie schedules for General Cinema Corporation,,,,,General Cinema Corporation,,movie schedules
435,Go to movie times at IMAX Corporation,,,,,IMAX Corporation,,movie times
436,Find the schedule for The Tooth Will Out at sunrise .,,sunrise,,The Tooth Will Out,,,schedule
437,What is the movie schedule like,,,,,,,movie schedule
438,I want to see movie times at Neighborhood Cinema Group .,,,,,Neighborhood Cinema Group,,movie times
439,I need to see some movie schedules,,,,,,,movie schedules
440,What is the movie schedule for Train,,,,Train,,,schedule
441,What time is Mighty Morphin Power Rangers: The Movie at Magic Johnson Theatres ?,,,,Mighty Morphin Power Rangers: The Movie,Magic Johnson Theatres,,
442,When can I catch a screening of Shivers in Summer ?,,,,Shivers in Summer,,,
443,What time is Ghostbusters - Acchiappafantasmi playing at IMAX Corporation,,,,Ghostbusters - Acchiappafantasmi,IMAX Corporation,,
444,What theater is playing Death Drums Along the River at 5 PM,,5 PM,,Death Drums Along the River,,,
445,Show me the movie schedule for Star Theatres,,,,,Star Theatres,,movie schedule
446,Find the closest  cinema playing Little Red Monkey .,cinema,,closest,Little Red Monkey,,,
447,Find the schedule for The Kentuckians .,,,,The Kentuckians,,,schedule
448,I need movie times at Fox Theatres around zero PM,,zero PM,,,Fox Theatres,,movie times
449,There can I find The Beggar Maid playing,,,,The Beggar Maid,,,
450,find nearby  films with movie schedules,,,nearby,,,films,movie schedules
451,Where is the nearest  cinema that is playing films,cinema,,nearest,,,films,
452,Showtimes for animated movies in Malco Theatres ?,,,,,Malco Theatres,animated movies,
453,show me the schedule of The Loves of Letty in cinema  closest,cinema,,closest,The Loves of Letty,,,schedule
454,Which movies are playing in the neighborhood ?,,,in the neighborhood,,,movies,
455,What movie theatre is playing The Deaths of Ian Stone,movie theatre,,,The Deaths of Ian Stone,,,
456,What are the movie times for films  nearby ?,,,nearby,,,films,movie times
457,What are the movie times for the Marcus Corporation,,,,,Marcus Corporation,,movie times
458,What is the local movie schedule,,,,,,,movie schedule
459,Find movie schedules at IMAX Corporation,,,,,IMAX Corporation,,movie schedules
460,What time is High Spirits playing?,,,,High Spirits,,,
461,What is the nearest  movie theatre playing The Collaborators,movie theatre,,nearest,The Collaborators,,,
462,find a movie schedule for United Paramount Theatres,,,,,United Paramount Theatres,,movie schedule
463,Show me the movie schedule for Neighborhood Cinema Group,,,,,Neighborhood Cinema Group,,movie schedule
464,Find time for movies at the closest  cinema,cinema,,closest,,,movies,
465,SHow me the nearest  movie house showing Moron 5 and the Crying Lady,movie house,,nearest,Moron 5 and the Crying Lady,,,
466,Which animated movies are playing at the nearest  movie house ?,movie house,,nearest,,,animated movies,
467,What is the nearest  movie house playing New York Melody,movie house,,nearest,New York Melody,,,
468,Find movie schedules .,,,,,,,movie schedules
469,When is Crime and Punishment U.S.A. showing?,,,,Crime and Punishment U.S.A.,,,
470,Shoe the movie showings for the closest  cinema showing international movies,cinema,,closest,,,movies,
471,find Set the Thames on Fire for seventeen,,seventeen,,Set the Thames on Fire,,,
472,Show the movie schedule for Cooper Foundation at 9 o'clock,,9 o'clock,,,Cooper Foundation,,movie schedule
473,What time are the animated movies starting at the nearest  movie house ?,movie house,,nearest,,,animated movies,
474,What movies are playing at Marcus Corporation ?,,,,,Marcus Corporation,movies,
475,find Naomi & Wynonna: Love Can Build a Bridge,,,,Naomi & Wynonna: Love Can Build a Bridge,,,
476,Is The Johnstown Flood playing,,,,The Johnstown Flood,,,
477,find movie schedules for me,,,,,,,movie schedules
478,Give me the movie times at Warren Theatres .,,,,,Warren Theatres,,movie times
479,Find the movie schedule for Great Escape Theatres .,,,,,Great Escape Theatres,,movie schedule
480,Find the movie schedule for Amco Entertainment  1 minute from now .,,1 minute from now,,,Amco Entertainment,,movie schedule
481,can I get the movie times,,,,,,,movie times
482,I want to see the movie schedule for North American Cinemas,,,,,North American Cinemas,,movie schedule
483,Is The Big Job playing at the nearest  cinema ?,cinema,,nearest,The Big Job,,,
484,Find a movie schedule .,,,,,,,movie schedule
485,I'd like to watch movies at the closest  movie theatre,movie theatre,,closest,,,movies,
486,What is the nearest  cinema playing The Oak,cinema,,nearest,The Oak,,,
487,What movies are scheduled at the nearest  movie theatre ?,movie theatre,,nearest,,,movies,
488,What movies are playing at Cineplex Odeon Corporation ?,,,,,Cineplex Odeon Corporation,movies,
489,Show the latest animated movies movie times for the nearest  movie house,movie house,,nearest,,,animated movies,times
490,Find the movie schedule for animated movies  close by .,,,close by,,,animated movies,movie schedule
491,what time is Bhoot Returns showing at Douglas Theatre Company,,,,Bhoot Returns,Douglas Theatre Company,,
492,Is A Short Film About Killing at North American Cinemas,,,,A Short Film About Killing,North American Cinemas,,
493,What are the movie times for films playing in the area ?,,,in the area,,,films,movie times
494,Find time for Hendthighelbedi at the nearest  cinema,cinema,,nearest,Hendthighelbedi,,,
495,Find the schedule for for Corn at eleven A.M. at Loews Cineplex Entertainment .,,eleven A.M.,,Corn,Loews Cineplex Entertainment,,
496,What time will the Amco Entertainment be plying The Teeth of the Tiger,,,,The Teeth of the Tiger,Amco Entertainment,,
497,Find movie schedules for United Paramount Theatres .,,,,,United Paramount Theatres,,movie schedules
498,What animated movies are playing at the closest  movie theatre,movie theatre,,closest,,,animated movies,
499,Find the schedule for To Shoot an Elephant at the nearest  movie theatre .,movie theatre,,nearest,To Shoot an Elephant,,,schedule
500,find the nearest  movie house with Pirates of the 20th Century,movie house,,nearest,Pirates of the 20th Century,,,
