,text,genre,playlist,sort,track,music_item,service,year,album,artist
1472,Play music off Youtube .,,,,,,Youtube,,,
1473,play some Mike Porcaro,,,,,,,,,Mike Porcaro
1474,I want to hear something off Fist For Fight by Rushton Moreve on Youtube,,,,,,Youtube,,Fist For Fight,Rushton Moreve
1475,Play the playlist Tropical Morning on Pandora,,Tropical Morning,,,,Pandora,,,
1476,Play music from Hide,,,,,,,,,Hide
1477,Play top-five  concerto music from 1992,,,top-five,,concerto,,1992,,
1478,I want to hear something eclectic,,eclectic,,,,,,,
1479,Play me a Felix Kubin from No Light on Spotify,,,,,,Spotify,,No Light,Felix Kubin
1480,Play me a track by Steve Souza,,,,,track,,,,Steve Souza
1481,play Itunes  album  mondovisione,,,,,album,Itunes,,mondovisione,
1482,play Punk Essentials on Zvooq,,Punk Essentials,,,,Zvooq,,,
1483,Play me a song by Hank Thompson from Moa Anbessa,,,,,song,,,Moa Anbessa,Hank Thompson
1484,Use Spotify to play music,,,,,,Spotify,,,
1485,Play Me Against The World from Glukoza,,,,,,,,Me Against The World,Glukoza
1486,Play some music from 1962 from Adeyto,,,,,,,1962,,Adeyto
1487,"I want to hear Jimmy James from the thirties , play a song on Groove Shark .",,,,,song,Groove Shark,thirties,,Jimmy James
1488,Play any song from the eighties,,,,,song,,eighties,,
1489,Play some movement music by Perez Prado on Iheart,,,,,movement,Iheart,,,Perez Prado
1490,play Ebony Bones on Itunes,,,,,,Itunes,,,Ebony Bones
1491,play Innovations by Kokia,,,,,,,,Innovations,Kokia
1492,I Need rave  Slacker to play,rave,,,,,Slacker,,,
1493,play Fernando Olvera,,,,,,,,,Fernando Olvera
1494,Can you play something off Johan Larsson 's Travelers And Thieves,,,,,,,,Travelers And Thieves,Johan Larsson
1495,list to the most popular  Muireann Nic Amhlaoibh  song,,,most popular,,song,,,,Muireann Nic Amhlaoibh
1496,Open my music playlist on Youtube,,,,,,Youtube,,,
1497,Play the top  chant music from 2014 .,,,top,,chant,,2014,,
1498,Play music from Lastfm .,,,,,,Lastfm,,,
1499,Play me a 1990  sound track,,,,,sound track,,1990,,
1500,Play the song  Long Live Love,,,,Long Live Love,song,,,,
1501,Play me a ballad by Dres on groove shark,,,,,ballad,groove shark,,,Dres
1502,Play the top of emil de cou,,,top,,,,,,emil de cou
1503,play Barry Manilow from the twenties,,,,,,,twenties,,Barry Manilow
1504,Play a seventies  Tom Thacker  ballad,,,,,ballad,,seventies,,Tom Thacker
1505,listen to ballad songs from the twenties,,,,,ballad,,twenties,,
1506,Play the music of melody of 1997 in Itunes,,,,,melody,Itunes,1997,,
1507,Can you play a chant by Butch Trucks on Spotify,,,,,chant,Spotify,,,Butch Trucks
1508,I want to hear music off my Indie Festival playlist,,Indie Festival,,,,,,,
1509,Play instrumental pop,instrumental pop,,,,,,,,
1510,Play some Hong Junyang .,,,,,,,,,Hong Junyang
1511,Play mere lapsed by Marilyn Moore .,,,,mere lapsed,,,,,Marilyn Moore
1512,Please play the most popular  ep from 1998 by Mc Frontalot ,,,most popular,,ep,,1998,,Mc Frontalot
1513,play some Spotify by Danni Bassan,,,,,,Spotify,,,Danni Bassan
1514,play the best  album from the seventies,,,best,,album,,seventies,,
1515,Play music from 2016 .,,,,,,,2016,,
1516,I want to hear jon sholle 's stuff from 2009 on Groove Shark,,,,,,Groove Shark,2009,,jon sholle
1517,play music by Rodney Whitaker,,,,,,,,,Rodney Whitaker
1518,Please play a movement by Rupam Islam,,,,,movement,,,,Rupam Islam
1519,play the latest  Thelma Aoyama,,,latest,,,,,,Thelma Aoyama
1520,Play some music by Karl Blau .,,,,,,,,,Karl Blau
1521,Open pandora and play the top five  melody by Hanna Sjedokowa,,,top five,,melody,pandora,,,Hanna Sjedokowa
1522,play Phil Spalding  soundtrack from the seventies,,,,,soundtrack,,seventies,,Phil Spalding
1523,Play Dancing Through Life by Ronald Isley on spotify,,,,Dancing Through Life,,spotify,,,Ronald Isley
1524,Play a top  symphony sort form 1959 by Stuart Garrard .,,,top,,symphony,,1959,,Stuart Garrard
1525,I want to listen to seventies music.,,,,,,,seventies,,
1526,Play something by Holly Cole on lastfm ,,,,,,lastfm,,,Holly Cole
1527,Play rhythmic,,rhythmic,,,,,,,
1528,Play Punk Essentials on google music,,Punk Essentials,,,,google music,,,
1529,Play the top-20 best  Chicane songs on Deezer,,,top-20 best,,,Deezer,,,Chicane
1530,Play Songs Of Heaven by ami koshimizu,,,,,,,,Songs Of Heaven,ami koshimizu
1531,Play Dj Subroc on Itunes,,,,,,Itunes,,,Dj Subroc
1532,Play a song by Tim Finn on Last Fm,,,,,song,Last Fm,,,Tim Finn
1533,Play music from the sixties,,,,,,,sixties,,
1534,Play Oliver on pandora .,,,,Oliver,,pandora,,,
1535,"Play some 2011  chant music, new first, by Shaggy .",,,new,,chant,,2011,,Shaggy
1536,play the top  song from Damon Albarn using Slacker,,,top,,song,Slacker,,,Damon Albarn
1537,Play sixties music by giovanni battista guadagnini .,,,,,,,sixties,,giovanni battista guadagnini
1538,Play some music from the last album of 1988 on Lastfm,,,,,album,Lastfm,1988,,
1539,Please start playing some thirties  theme music.,,,,,theme,,thirties,,
1540,Can I hear Anna Vissi 's new music on Pandora ?,,,new,,,Pandora,,,Anna Vissi
1541,Play music by artist mark ashley,,,,,,,,,mark ashley
1542,Play the top  Maynard James Keenan .,,,top,,,,,,Maynard James Keenan
1543,I want to hear a top-20  chant from the twenties,,,top-20,,chant,,twenties,,
1544,Play the most popular  song by espen lind,,,most popular,,song,,,,espen lind
1545,Play Yuauea by Rick Ross,,,,,,,,Yuauea,Rick Ross
1546,Play The Tyranny Of Distance by Willy Mason .,,,,,,,,The Tyranny Of Distance,Willy Mason
1547,Play a top  song by Carson Parks on Groove Shark,,,top,,song,Groove Shark,,,Carson Parks
1548,Use Deezer to play the last  song from Lee Dorrian,,,last,,song,Deezer,,,Lee Dorrian
1549,Play some seventies music on netflix .,,,,,,netflix,seventies,,
1550,Play fourties  record,,,,,record,,fourties,,
1551,Play Chad I Ginsburg,,,,,,,,,Chad I Ginsburg
1552,Can you pull up a track on Zvooq by Graham Mcpherson,,,,,track,Zvooq,,,Graham Mcpherson
1553,Play 1993  theme music,,,,,theme,,1993,,
1554,Play something off Google Music,,,,,,Google Music,,,
1555,Open youtube,,,,,,youtube,,,
1556,Play some music on spotify,,,,,,spotify,,,
1557,Play the song  Drifting On A Reed by Bobby G,,,,Drifting On A Reed,song,,,,Bobby G
1558,Play new  movement from Mike Oldfield on Vimeo,,,new,,movement,Vimeo,,,Mike Oldfield
1559,Play Foundling by Jean Grae on Vimeo .,,,,,,Vimeo,,Foundling,Jean Grae
1560,Play some acapella music on Iheart,acapella,,,,,Iheart,,,
1561,Play some sixties music by gaudi on last fm,,,,,,last fm,sixties,,gaudi
1562,"Play a tune or two from Kansas City, Missouri",,,,,tune,,,,"Kansas City, Missouri"
1563,play some songs from the fourties by yoshiki fukuyama,,,,,,,fourties,,yoshiki fukuyama
1564,play Angela Winbush  ep that is popular,,,popular,,ep,,,,Angela Winbush
1565,play To Be Still,,,,,,,,To Be Still,
1566,I want to hear Gloryhole from Mani off of Lastfm,,,,,,Lastfm,,Gloryhole,Mani
1567,play music by Charlie Adams from 1954,,,,,,,1954,,Charlie Adams
1568,play the It Could Only Happen With You  album by Lawrence,,,,,album,,,It Could Only Happen With You,Lawrence
1569,Play Moondog 's Chupacabra .,,,,,,,,Chupacabra,Moondog
1570,I'd like to hear some trip-hop,trip-hop,,,,,,,,
1571,Play a 2001  tune,,,,,tune,,2001,,
1572,Can you pull up and play something on Itunes,,,,,,Itunes,,,
1573,I want to hear some theme music by Edsel Dope,,,,,theme,,,,Edsel Dope
1574,Play some music from 1993 on Itunes .,,,,,,Itunes,1993,,
1575,I want to hear the new Vasilis Tsitsanis  ep,,,,,ep,,,,Vasilis Tsitsanis
1576,play a sound track by Vegard Sverre Tveitan,,,,,sound track,,,,Vegard Sverre Tveitan
1577,Play Crucifixion on Deezer .,,,,Crucifixion,,Deezer,,,
1578,I want to hear the album  Suites & Sweets,,,,,album,,,Suites & Sweets,
1579,Play Adrian Borland 's music on Zvooq .,,,,,,Zvooq,,,Adrian Borland
1580,Open The Second Adventure  album by Hans Nilsson,,,,,album,,,The Second Adventure,Hans Nilsson
1581,Play something off Rage Radio,,Rage Radio,,,,,,,
1582,I want to hear This Is The Night from Proof,,,,This Is The Night,,,,,Proof
1583,Play Classical X,,Classical X,,,,,,,
1584,Play me a song by Michael Diamond,,,,,song,,,,Michael Diamond
1585,play Kurt Cobain  ballad tunes,,,,,ballad,,,,Kurt Cobain
1586,Play some Eddie Vinson on Deezer,,,,,,Deezer,,,Eddie Vinson
1587,Play the greatest  record by Leroi Moore,,,greatest,,record,,,,Leroi Moore
1588,Play Dawn Richard  song  White Summer,,,,White Summer,song,,,,Dawn Richard
1589,Play some Ray Williams music from the nineties on spotify,,,,,,spotify,nineties,,Ray Williams
1590,play chant on groove shark from 1996,,,,,chant,groove shark,1996,,
1591,Play the top fifty  record from Alan Jardine,,,top fifty,,record,,,,Alan Jardine
1592,play newest  Robert Palmer  sound track,,,newest,,sound track,,,,Robert Palmer
1593,Play music on my Itunes,,,,,,Itunes,,,
1594,Play something by Daisy Voisin on google music,,,,,,google music,,,Daisy Voisin
1595,Play some Dj Qbert .,,,,,,,,,Dj Qbert
1596,Play Supernaut by Armand Van Helden,,,,Supernaut,,,,,Armand Van Helden
1597,Can I hear a Da Brat  ep ?,,,,,ep,,,,Da Brat
1598,play symphony music from the fourties with google music,,,,,symphony,google music,fourties,,
1599,Play got to be free by Madeleine Peyroux,,,,got to be free,,,,,Madeleine Peyroux
1600,Play music in the genre soundtrack,soundtrack,,,,,,,,
1601,play some fifties tunes by Mike Mccready,,,,,,,fifties,,Mike Mccready
1602,Play music from Carina Round,,,,,,,,,Carina Round
1603,I want to hear the new  movement from Richard Harvey,,,new,,movement,,,,Richard Harvey
1604,Play a song off The Best Of Siouxsie & The Banshees by Faustino Oramas,,,,,song,,,The Best Of Siouxsie & The Banshees,Faustino Oramas
1605,"Play the album , Dance Hall At Louse Point .",,,,,album,,,Dance Hall At Louse Point,
1606,play Lighter by Pamela Jintana Racine,,,,Lighter,,,,,Pamela Jintana Racine
1607,Play the top-ten  soundtrack from Kiara .,,,top-ten,,soundtrack,,,,Kiara
1608,play the last  chant from the fourties,,,last,,chant,,fourties,,
1609,Play Gary Chapman music from the fifties,,,,,,,fifties,,Gary Chapman
1610,Play some Armik from the fourties,,,,,,,fourties,,Armik
1611,play a popular sort of fifties  tune music,,,popular,,tune,,fifties,,
1612,I'd like to hear Helen Baylor,,,,,,,,,Helen Baylor
1613,Play music from 1989 by Maya .,,,,,,,1989,,Maya
1614,Play Kool Keith Presents Thee Undatakerz by John Mccrea .,,,,,,,,Kool Keith Presents Thee Undatakerz,John Mccrea
1615,play Piano 100,,Piano 100,,,,,,,
1616,Play some music on Lastfm,,,,,,Lastfm,,,
1617,Play a concerto  top ten sort by Lloyd .,,,top ten,,concerto,,,,Lloyd
1618,Play Arif music from the fourties .,,,,,,,fourties,,Arif
1619,Play music off Netflix .,,,,,,Netflix,,,
1620,Open Pandora and play music from the fifties .,,,,,,Pandora,fifties,,
1621,have Zvooq play songs from the fifties,,,,,,Zvooq,fifties,,
1622,Play some chant music by Kevin Jonas on deezer .,,,,,chant,deezer,,,Kevin Jonas
1623,Play paul ortiz music from 1990,,,,,,,1990,,paul ortiz
1624,Play some Glenn Stetson music on Spotify,,,,,,Spotify,,,Glenn Stetson
1625,Open Groove Shark and play sound track from Dj Cameo,,,,,sound track,Groove Shark,,,Dj Cameo
1626,Play music on Iheart,,,,,,Iheart,,,
1627,Play my Top Gaming Tracks .,,Top Gaming Tracks,,,,,,,
1628,something on Spotify please,,,,,,Spotify,,,
1629,Play BurhÃ¸ns by Ernie C .,,,,,,,,BurhÃ¸ns,Ernie C
1630,Let me hear an ep from the thirties era of music.,,,,,ep,,thirties,,
1631,Proceed with music from 2003 .,,,,,,,2003,,
1632,Play Elkie Brooks  seventies  sound track,,,,,sound track,,seventies,,Elkie Brooks
1633,Open Vimeo and play music.,,,,,,Vimeo,,,
1634,play a top twenty  symphony of 2010,,,top twenty,,symphony,,2010,,
1635,Play music from the artist Taktloss from the record in the thirties,,,,,record,,thirties,,Taktloss
1636,I want to listen to some Aaliyah,,,,,,,,,Aaliyah
1637,Play my New Indie Mix on Google Music .,,New Indie Mix,,,,Google Music,,,
1638,Can you use Pandora to play a soundtrack from 1999 by David Sitek ?,,,,,soundtrack,Pandora,1999,,David Sitek
1639,play Deezer form 2010  tune by Dave Grohl,,,,,tune,Deezer,2010,,Dave Grohl
1640,Play some caribou from the sixties,,,,,,,sixties,,caribou
1641,Play drum & bass music,drum & bass,,,,,,,,
1642,Use netflix to play a record by Emil Gilels from year 2015,,,,,record,netflix,2015,,Emil Gilels
1643,play Steven Reineke  greatest  soundtrack on Youtube,,,greatest,,soundtrack,Youtube,,,Steven Reineke
1644,turn on Google Music to play 1991,,,,,,Google Music,1991,,
1645,Open iheart and play TÃ© Para Tres,,TÃ© Para Tres,,,,iheart,,,
1646,play some fourties  Andrew Lloyd Webber on Groove Shark,,,,,,Groove Shark,fourties,,Andrew Lloyd Webber
1647,play music by Ryan Malcolm from Sympathy For The Devil on Pandora,,,,Sympathy For The Devil,,Pandora,,,Ryan Malcolm
1648,Play some Instrumental music on the service Lastfm,Instrumental,,,,,Lastfm,,,
1649,Play the song  vodka by Kunal Ganjawala on Itunes,,,,vodka,song,Itunes,,,Kunal Ganjawala
1650,Play all music Alan released in 1997,,,,,,,1997,,Alan
1651,Play Dansevise by Ebi on Groove Shark .,,,,Dansevise,,Groove Shark,,,Ebi
1652,I want to hear some The Roches,,,,,,,,The Roches,
1653,Play me something Miles Davis did with a symphony,,,,,symphony,,,,Miles Davis
1654,Play music off Youtube .,,,,,,Youtube,,,
1655,play some sixties music,,,,,,,sixties,,
1656,play Soheila Zaland,,,,,,,,,Soheila Zaland
1657,Play music year 2016 by artist Michiru Yamane,,,,,,,2016,,Michiru Yamane
1658,play Lastfm tunes from 1997,,,,,,Lastfm,1997,,
1659,listen to Westbam alumb Allergic on Google Music,,,,,,Google Music,,Allergic,Westbam
1660,Play ecstatic,,ecstatic,,,,,,,
1661,Play some music on groove shark .,,,,,,groove shark,,,
1662,I need some ambient music.,ambient,,,,,,,,
1663,Play a song by Nash The Slash,,,,,song,,,,Nash The Slash
1664,Play me a symphony by Ricky Bell,,,,,symphony,,,,Ricky Bell
1665,Play the energic  Itunes,,energic,,,,Itunes,,,
1666,play the best  Elizaveta Khripounova,,,best,,,,,,Elizaveta Khripounova
1667,Play 2006  chant music.,,,,,chant,,2006,,
1668,I'd like to hear Ami Suzuki 's latest  record,,,latest,,record,,,,Ami Suzuki
1669,Play Crazy=genius by The Alchemist,,,,Crazy=genius,,,,,The Alchemist
1670,Can I listen to merengue style music?,merengue,,,,,,,,
1671,turn on Last Fm,,,,,,Last Fm,,,
1672,play the last  Chris Douglas on Slacker,,,last,,,Slacker,,,Chris Douglas
1673,play eighties  track,,,,,track,,eighties,,
1674,Wish to hear music from the year 1996,,,,,,,1996,,
1675,Play Soldier Boy from Melody Gardot,,,,Soldier Boy,,,,,Melody Gardot
1676,Play new  melody by Kenji Ito on Itunes .,,,new,,melody,Itunes,,,Kenji Ito
1677,Please play Bitch Please Ii,,,,Bitch Please Ii,,,,,
1678,Could you play the album  B Men GahÅ by Nathaniel Shilkret,,,,,album,,,B Men GahÅ,Nathaniel Shilkret
1679,Does Netflix have music released in 1991 by You Yokoyama,,,,,,Netflix,1991,,You Yokoyama
1680,play robin hood and the bishop of hereford by Jon Mayer,,,,robin hood and the bishop of hereford,,,,,Jon Mayer
1681,Play Slow Rock on Lastfm .,Slow Rock,,,,,Lastfm,,,
1682,Play some nineties music on Zvooq,,,,,,Zvooq,nineties,,
1683,Play Stereo by Jonathan Davis on Deezer .,,,,Stereo,,Deezer,,,Jonathan Davis
1684,Play Pacific Ocean Blues by John Doe on Lastfm,,,,Pacific Ocean Blues,,Lastfm,,,John Doe
1685,Play some Paul Stookey from the sixties,,,,,,,sixties,,Paul Stookey
1686,Play the song  American Patrol by lauryn hill,,,,American Patrol,song,,,,lauryn hill
1687,I want to hear some sixties  melody from Mark Mcentee off of Google Music,,,,,melody,Google Music,sixties,,Mark Mcentee
1688,Play Junun by Noam Kaniel .,,,,,,,,Junun,Noam Kaniel
1689,Please play anything by george formby jr,,,,,,,,,george formby jr
1690,play In The Arms Of God on Zvooq by Nimal Mendis,,,,,,Zvooq,,In The Arms Of God,Nimal Mendis
1691,Play some Jungle music on iheart,Jungle,,,,,iheart,,,
1692,I want to hear a track from the fourties .,,,,,track,,fourties,,
1693,Play me a 2015  soundtrack on Netflix,,,,,soundtrack,Netflix,2015,,
1694,give me some Hank Shermann from 1975 on Lastfm,,,,,,Lastfm,1975,,Hank Shermann
1695,Can you play an ep by Tatjana Iwanowna Bulanowa,,,,,ep,,,,Tatjana Iwanowna Bulanowa
1696,Play the top ten  theme music from 1975 by Tom Baxter,,,top ten,,theme,,1975,,Tom Baxter
1697,Let me use netflix to listen to the last  soundtrack from Out Of Eden .,,,last,,soundtrack,netflix,,,Out Of Eden
1698,Play El Cant Dels Ocells by vini lopez .,,,,El Cant Dels Ocells,,,,,vini lopez
1699,Play me a Cinder Block  movement,,,,,movement,,,,Cinder Block
1700,Play a melody by Colin Blunstone,,,,,melody,,,,Colin Blunstone
1701,Play a song from 1990 on Netflix,,,,,song,Netflix,1990,,
1702,Want to play Christina Schollin  Lastfm,,,,,,Lastfm,,,Christina Schollin
1703,Play top-twenty  fourties  movement music by Mohammad Reza Lotfi .,,,top-twenty,,movement,,fourties,,Mohammad Reza Lotfi
1704,play the top  nineties  melody by Gus G,,,top,,melody,,nineties,,Gus G
1705,Play my Pandora app,,,,,,Pandora,,,
1706,Play the album  Remember Shakti â The Believer .,,,,,album,,,Remember Shakti â The Believer,
1707,Play Halid 08 by video game pianist on Pandora,,,,,,Pandora,,Halid 08,video game pianist
1708,Play breed the killers on Itunes,,,,,,Itunes,,breed the killers,
1709,Play some seventies  track from top  Rie Tomosaka,,,top,,track,,seventies,,Rie Tomosaka
1710,Play Geddy Lee music on Spotify sort by top,,,top,,,Spotify,,,Geddy Lee
1711,Use the service Lastfm to play artist keren peles from the most popular  symphony,,,most popular,,symphony,Lastfm,,,keren peles
1712,Play any track by Flame,,,,,track,,,,Flame
1713,Play a sixties  track by Noam Pikelny on iheart .,,,,,track,iheart,sixties,,Noam Pikelny
1714,Please play a song for me from 1959,,,,,song,,1959,,
1715,Play me something from the thirties by Candi Staton on Vimeo,,,,,,Vimeo,thirties,,Candi Staton
1716,Can I hear a movement by rookantha gunathilake on the Vimeo service?,,,,,movement,Vimeo,,,rookantha gunathilake
1717,play music on netflix,,,,,,netflix,,,
1718,Play me a fifties  song,,,,,song,,fifties,,
1719,Play my Acoustic Covers playlist on Spotify .,,Acoustic Covers,,,,Spotify,,,
1720,Play Lenny Kaye music.,,,,,,,,,Lenny Kaye
1721,play Ngola Ritmos  top-ten songs,,,top-ten,,,,,,Ngola Ritmos
1722,Play the Charlie Hunter  theme off of Last Fm,,,,,theme,Last Fm,,,Charlie Hunter
1723,Use Google Music to play some songs by Dr John,,,,,,Google Music,,,Dr John
1724,play a tune by Margaret Kelly on Iheart,,,,,tune,Iheart,,,Margaret Kelly
1725,Play the album  Cara De Dios .,,,,,album,,,Cara De Dios,
1726,Play track music from Peter Finestone on Netflix sort by newest,,,newest,,track,Netflix,,,Peter Finestone
1727,Play Adieu by Al Arsenault,,,,Adieu,,,,,Al Arsenault
1728,Play ExpresiÃ³n from Mickey Finn,,,,,,,,ExpresiÃ³n,Mickey Finn
1729,play music by Bonobo,,,,,,,,,Bonobo
1730,Play the most popular  chant song by Hossein Alizadeh from around 2009,,,most popular,,chant song,,2009,,Hossein Alizadeh
1731,Play music from Youtube .,,,,,,Youtube,,,
1732,Play Miami 2017 by Rodney Whitaker,,,,Miami 2017,,,,,Rodney Whitaker
1733,Play good  Pure Soul on netflix ,,,good,,,netflix,,,Pure Soul
1734,Can you play Halloween by Ajinoam Nini,,,,Halloween,,,,,Ajinoam Nini
1735,Play playlist funtime,,funtime,,,,,,,
1736,play Angelo Amorevoli,,,,,,,,,Angelo Amorevoli
1737,play a ballad by Giorgio Moroder,,,,,ballad,,,,Giorgio Moroder
1738,Please use Itunes to play something from 1986,,,,,,Itunes,1986,,
1739,play Calico Skies by John Feinstein with Netflix,,,,Calico Skies,,Netflix,,,John Feinstein
1740,Play artist Vlada Divljan from something he did that is good,,,good,,,,,,Vlada Divljan
1741,Play the track  Pocahontas  John Farnham,,,,Pocahontas,track,,,,John Farnham
1742,play some popular  bryan gregory songs,,,popular,,,,,,bryan gregory
1743,play a seventies  ballad by Annunzio Paolo Mantovani on Groove Shark,,,,,ballad,Groove Shark,seventies,,Annunzio Paolo Mantovani
1744,play good  Classified songs on Vimeo,,,good,,,Vimeo,,,Classified
1745,Play my Femme Fatale playlist on Vimeo,,Femme Fatale,,,,Vimeo,,,
1746,I wish to listen to eighties music by Mike Dean .,,,,,,,eighties,,Mike Dean
1747,Play some Techno,Techno,,,,,,,,
1748,I wish to hear the playlist Estado de Ã¡nimo on Last Fm .,,Estado de Ã¡nimo,,,,Last Fm,,,
1749,play Fereydoun Farrokhzad  best  track,,,best,,track,,,,Fereydoun Farrokhzad
1750,Can I listen to music from the Easy Listening genre?,Easy Listening,,,,,,,,
1751,Play a 1991  song by Anila Mirza,,,,,song,,1991,,Anila Mirza
1752,play the top-20  Rita Macneil songs,,,top-20,,,,,,Rita Macneil
1753,Play a 1974  sound track on Vimeo .,,,,,sound track,Vimeo,1974,,
1754,Play me music from the twenties on Itunes .,,,,,,Itunes,twenties,,
1755,Play a sound track by Mac Dre .,,,,,sound track,,,,Mac Dre
1756,play a 1977  record by Bitty Mclean on Google Music,,,,,record,Google Music,1977,,Bitty Mclean
1757,Play The Wizard And I on Zvooq,,,,The Wizard And I,,Zvooq,,,
1758,Play some 2011 music by Dan Healy .,,,,,,,2011,,Dan Healy
1759,Play the best music from Klaus Badelt .,,,best,,,,,,Klaus Badelt
1760,Can I hear Jeremy Taggart 's newest  chant on Deezer ?,,,newest,,chant,Deezer,,,Jeremy Taggart
1761,Listen to music from 1975,,,,,,,1975,,
1762,play Latina,,Latina,,,,,,,
1763,play a top  Ryuichi Kawamura  chant on Groove Shark,,,top,,chant,Groove Shark,,,Ryuichi Kawamura
1764,play a tune from 2000 by Bronislau Kaper,,,,,tune,,2000,,Bronislau Kaper
1765,Play a song from 1994 .,,,,,song,,1994,,
1766,I'd like to hear the last  song fro Willa Ford .,,,last,,song,,,,Willa Ford
1767,Play my playlist springtime,,springtime,,,,,,,
1768,Open Lastfm and play Hot Lips Page from the sixties,,,,,,Lastfm,sixties,,Hot Lips Page
1769,Use the service Itunes to play melody from 1998,,,,,melody,Itunes,1998,,
1770,Play music from the punk genre on Last Fm .,punk,,,,,Last Fm,,,
1771,play Techno music,Techno,,,,,,,,
1772,play shara worden,,,,,,,,,shara worden
1773,Play a top-50  tune from 1982 .,,,top-50,,tune,,1982,,
1774,I want to hear some Boris Grebenchtchikov on Zvooq,,,,,,Zvooq,,,Boris Grebenchtchikov
1775,play chant music from 1993,,,,,chant,,1993,,
1776,play melody music from 1988,,,,,melody,,1988,,
1777,play the music track of 1998,,,,,track,,1998,,
1778,Play some music by Jody Williams from 2001,,,,,,,2001,,Jody Williams
1779,I want to hear a Silvia Night  ep from the sixties,,,,,ep,,sixties,,Silvia Night
1780,play a Samira Said  ballad from the nineties,,,,,ballad,,nineties,,Samira Said
1781,Play Shoo on iheart from greatest  record,,,greatest,,record,iheart,,,Shoo
1782,Play some music on Netflix,,,,,,Netflix,,,
1783,Play Metal Crash Course playlist.,,Metal Crash Course,,,,,,,
1784,play Khujo  eighties  track song,,,,,track song,,eighties,,Khujo
1785,Play Goldie Hill 's record on Google Music .,,,,,record,Google Music,,,Goldie Hill
1786,Play music from Lastfm,,,,,,Lastfm,,,
1787,I'm looking for the last  track by Fei Yu Ching from the fourties,,,last,,track,,fourties,,Fei Yu Ching
1788,Open pandora and play udhreko choli from Chowdiah,,,,udhreko choli,,pandora,,,Chowdiah
1789,Play a top  symphony from the fourties,,,top,,symphony,,fourties,,
1790,play a Keith Richards  album,,,,,album,,,,Keith Richards
1791,"Play the track  Fight On, State by Yuvan Shankar Raja",,,,"Fight On, State",track,,,,Yuvan Shankar Raja
1792,play the newest  ep from the sixties,,,newest,,ep,,sixties,,
1793,Play a song from 1950,,,,,song,,1950,,
1794,Play Moris Tepper,,,,,,,,,Moris Tepper
1795,play a new  song from the seventies,,,new,,song,,seventies,,
1796,play music using Groove Shark,,,,,,Groove Shark,,,
1797,Play Entre Raices Y Antenas by Lynn & Wade Llp .,,,,,,,,Entre Raices Y Antenas,Lynn & Wade Llp
1798,Play some acapella music,acapella,,,,,,,,
1799,Play a Paolo Gregoletto  song,,,,,song,,,,Paolo Gregoletto
1800,play Zvooq  Night Rider list,,Night Rider,,,,Zvooq,,,
1801,play The Edge by Deezer on Vans Warped Tour Compilation 2003,,,,,,Deezer,,Vans Warped Tour Compilation 2003,The Edge
1802,Play Always Pop Punk .,,Always Pop Punk,,,,,,,
1803,Play some ivy anderson from around 1967,,,,,,,1967,,ivy anderson
1804,play the newest  sound track from the thirties,,,newest,,sound track,,thirties,,
1805,Play some seventies music on Netflix .,,,,,,Netflix,seventies,,
1806,Play Who Knows Where The Time Goes ? by Grigory Leps,,,,Who Knows Where The Time Goes,,,,,Grigory Leps
1807,Open Vimeo and play Lee Mellor  good songs,,,good,,,Vimeo,,,Lee Mellor
1808,play some sad songs from the fifties,,,,,,,fifties,,
1809,Play music on groove shark,,,,,,groove shark,,,
1810,play 1990 tunes on Groove Shark,,,,,,Groove Shark,1990,,
1811,Play me a popular  Ronnie Wood  soundtrack,,,popular,,soundtrack,,,,Ronnie Wood
1812,Play Elitsa Todorova music,,,,,,,,,Elitsa Todorova
1813,Play something off my New Boots playlist,,New Boots,,,,,,,
1814,Can you play Deezer from 2007 ?,,,,,,Deezer,2007,,
1815,Please play some Black Metal music,Black Metal,,,,,,,,
1816,play twenties tunes,,,,,,,twenties,,
1817,Play some music on Last Fm,,,,,,Last Fm,,,
1818,Play twenties  chant from Lagaylia Frazier on Itunes,,,,,chant,Itunes,twenties,,Lagaylia Frazier
1819,Play music from 1959 by Lenny Leblanc on Pandora .,,,,,,Pandora,1959,,Lenny Leblanc
1820,Play some fourties music on vimeo ,,,,,,vimeo,fourties,,
1821,Play chant music by pappu venugopala rao on Slacker .,,,,,chant,Slacker,,,pappu venugopala rao
1822,"I want to hear Aki Nawaz , play the song  fair annie .",,,,fair annie,song,,,,Aki Nawaz
1823,Play music from 1958,,,,,,,1958,,
1824,Use Spotify to play Who Was In My Room Last Night ?,,,,Who Was In My Room Last Night,,Spotify,,,
1825,Play the most popular music from Nat Stuckey on Itunes .,,,most popular,,,Itunes,,,Nat Stuckey
1826,Play some chanson style music.,chanson,,,,,,,,
1827,Play Socialism Is Good by terje bakken on Spotify .,,,,Socialism Is Good,,Spotify,,,terje bakken
1828,Play music from 1964 .,,,,,,,1964,,
1829,play a record from 1982,,,,,record,,1982,,
1830,Play a track by Titiyo,,,,,track,,,,Titiyo
1831,play Lastfm by Steampunk,,Steampunk,,,,Lastfm,,,
1832,Play a record from 2005 by Ruslana Lyschytschko .,,,,,record,,2005,,Ruslana Lyschytschko
1833,Play Is This My World ? by Leo Arnaud,,,,,,,,Is This My World,Leo Arnaud
1834,Play While The Gate Is Open .,,,,,,,,While The Gate Is Open,
