,text,playlist,entity_name,music_item,playlist_owner,artist
352,Add ricky nelson to my  Classical X playist,Classical X,,,my,ricky nelson
353,add track to my playlist a sudden rainstorm,a sudden rainstorm,,track,my,
354,add ronnie james dio  tune to Women of Electronic selection,Women of Electronic,,tune,,ronnie james dio
355,Add to isabella's  Club Hits this song,Club Hits,,song,isabella's,
356,include pat smear on Guest List Engadget,Guest List Engadget,,,,pat smear
357,Put a track by Ricky Martin into my  70s smash hits playlist.,70s smash hits,,track,my,Ricky Martin
358,Add this track to my  This Is Thomas Rhett playlist,This Is Thomas Rhett,,track,my,
359,Add I Hate Myself and I Want to Die to my  Six string peacefulness,Six string peacefulness,I Hate Myself and I Want to Die,,my,
360,Add Yuna Ito to my  Cena Elegante playlist,Cena Elegante,,,my,Yuna Ito
361,Please add Jency Anthony to my playlist This Is Mozart,This Is Mozart,,,my,Jency Anthony
362,put jtr on the Top Classical playlist,Top Classical,jtr,,,
363,The Get Going playlist needs another song .,Get Going,,song,,
364,add munia the tale to my playlist called Adrenaline Workout,Adrenaline Workout,munia the tale,,my,
365,Put Molly and Tenbrooks in the French N' Heavy playlist.,French N' Heavy,Molly and Tenbrooks,,,
366,Add an album by twink to my  Classic Country playlist,Classic Country,,album,my,twink
367,Add The Blurred Crusade to crate diggers anonymous,crate diggers anonymous,The Blurred Crusade,,,
368,add robyn hitchcock to my  romantic evening playlist,romantic evening,,,my,robyn hitchcock
369,"Add the Beatles tune Yesterday to my playlist, The Southern Highway Chronicles",The Southern Highway Chronicles,,tune,my,
370,add enduser  song in grime instrumentals,grime instrumentals,,song,,enduser
371,add Koichi Sugiyama to WHM,WHM,,,,Koichi Sugiyama
372,put Sungmin into my  summer playlist,summer,,,my,Sungmin
373,add little musgrave and the lady barnard to ora's  Punk Rock Workout playlist,Punk Rock Workout,little musgrave and the lady barnard,,ora's,
374,I'd like to add this tune to my  spotify orchestra cello playlist,spotify orchestra cello,,tune,my,
375,add this Michael V  track to my  Folk & Americana,Folk & Americana,,track,my,Michael V
376,Add riddim driven engine 54 & humanity  letha's  All Things Post,All Things Post,riddim driven engine 54 & humanity,,letha's,
377,add Nana Kitade to my  modern psychedelia playlist,modern psychedelia,,,my,Nana Kitade
378,Add the artist to the Latin Jazz playlist.,Latin Jazz,,artist,,
379,Put ares in my  canadian country playlist,canadian country,ares,,my,
380,"Add another tune to my  songs for you, not your parents playlist.","songs for you, not your parents",,tune,my,
381,Add Atticus Ross to the playlist electrosafari,electrosafari,,,,Atticus Ross
382,add tune to my  Hype playlist,Hype,,tune,my,
383,add NIB to fay's  brooklyn beat playlist,brooklyn beat,NIB,,fay's,
384,"Add a tune to patrica's playlist, The Rhythm",The Rhythm,,tune,patrica's,
385,insert Rock Me UP  song to my list,Rock Me UP,,song,my,
386,Add some martine mccutcheon to my  original columbia jazzmasters list,original columbia jazzmasters,,,my,martine mccutcheon
387,Add autry inman to my  Hanging Out and Relaxing playlist.,Hanging Out and Relaxing,,,my,autry inman
388,Add the name the Song about the Towel to playlist piano in the background,piano in the background,Song about the Towel,,,
389,add rock & roll to my playlist named night out,night out,rock & roll,,my,
390,Add tara blaise to my  power gaming playlist,power gaming,,,my,tara blaise
391,put this song on the Chips and Salsa playlist,Chips and Salsa,,song,,
392,add to my  mac 'n cheese playlist with TsÅ«zetsu,mac 'n cheese,TsÅ«zetsu,,my,
393,add country favorites willie nelson style to my playlist titled Spinnin' Records Top 100,Spinnin' Records Top 100,country favorites willie nelson style,,my,
394,I want Harris to be added to my  latin dance cardio playlist,latin dance cardio,,,my,Harris
395,I would like to add something by Kuk Harrell to my  Hip Hop 2017 New School playlist,Hip Hop 2017 New School,,,my,Kuk Harrell
396,shawn lane should be moved to my  Cena con Amigos playlist,Cena con Amigos,,,my,shawn lane
397,add dave carpenter to my  Acoustic Blues playlist,Acoustic Blues,,,my,dave carpenter
398,add this track to the playlist named cali fire,cali fire,,track,,
399,Put the artist  Pat Monahan onto the emily dickinson playlist.,emily dickinson,,artist,,Pat Monahan
400,Add splendido hotel to my  verano forever,verano forever,splendido hotel,,my,
401,Add this song to my  novedades viernes sudamÃ©rica playlist,novedades viernes sudamÃ©rica,,song,my,
402,Add a song by Szahram Nazeri to my playlist called this is jennifer lopez ,this is jennifer lopez,,song,my,Szahram Nazeri
403,add this track to New Hip Hop,New Hip Hop,,track,,
404,add this is status quo to teddy riley,this is status quo,,,,teddy riley
405,add the outlaw blues to the playlist with the title top 100 country tracks on spotify,top 100 country tracks on spotify,outlaw blues,,,
406,add Bring Back My Daddy to Me to my playlist named Might and Myth Power Metal,Might and Myth Power Metal,Bring Back My Daddy to Me,,my,
407,Add Shangri-La to the African Heat playlist.,African Heat,Shangri-La,,,
408,add Embryo to lessie's  hands up,hands up,Embryo,,lessie's,
409,Add best of uetoaya to Wild Country,Wild Country,best of uetoaya,,,
410,I want to add Kool Keith to my  chill out dinner playlist,chill out dinner,,,my,Kool Keith
411,Add david axelrod to my  Futuros Hits list,Futuros Hits,,,my,david axelrod
412,add artist to my  endorphin rush playlist,endorphin rush,,artist,my,
413,add current album to my  pop gaming playlist,pop gaming,,album,my,
414,I want If I Could Be with You added to mellow dinner,mellow dinner,If I Could Be with You,,,
415,add spanish castle magic to Daily Lift,Daily Lift,spanish castle magic,,,
416,add little walter to Women of Comedy playlist,Women of Comedy,,,,little walter
417,Put a Bunky Green  tune into the Phunkadelic playlist.,Phunkadelic,,tune,,Bunky Green
418,Put this tune on dancePOP,dancePOP,,tune,,
419,add this karina  album to my  Folk Pop playlist,Folk Pop,,album,my,karina
420,Add a tune by Louis Wolfe Gilbert to my  cleaning playlist,cleaning,,tune,my,Louis Wolfe Gilbert
421,Please add a tune by kaori utatsuki to my  Korean OSTs playlist,Korean OSTs,,tune,my,kaori utatsuki
422,Add Om to my  Classic Punk,Classic Punk,Om,,my,
423,Add this jimmy london  tune to The New Waltz playlist,The New Waltz,,tune,,jimmy london
424,Add song to orgÃ¡nica,orgÃ¡nica,,song,,
425,Add bill evans to the Motivation Mix playlist.,Motivation Mix,bill evans,,,
426,Add Ray Noble to my  Chill Vibes playlist.,Chill Vibes,,,my,Ray Noble
427,add this track to latin jazz,latin jazz,,track,,
428,add this artist to cynthia's  fresh finds,fresh finds,,artist,cynthia's,
429,Add giancarlo erra to my  Guitar Hero Live Playlist,Guitar Hero Live Playlist,,,my,giancarlo erra
430,Add this tune to my  wine & dine playlist,wine & dine,,tune,my,
431,Add this tune to my  rage radio playlist,rage radio,,tune,my,
432,add bad news to highway 61 playlist,highway 61,bad news,,,
433,put this tune on my playlist technical&brutal death metal ,technical&brutal death metal,,tune,my,
434,Add the singer Barbara to my  COUNTRY RADIO playlists,COUNTRY RADIO,,,my,Barbara
435,add Tatico Henriquez in my playlist called bleeps & bloops,bleeps & bloops,,,my,Tatico Henriquez
436,add warpaint in my  Pre-Party list,Pre-Party,warpaint,,my,
437,put this artist on Domingo Indie,Domingo Indie,,artist,,
438,add ian north to my  Autumn Lounge playlist,Autumn Lounge,,,my,ian north
439,Add this tune to the Leche con Chocolate playlist,Leche con Chocolate,,tune,,
440,Add to the Rock  Games,Rock,Games,,,
441,I want to add something by the artist  Nadine to my  Workday â Pop playlist,Workday â Pop,,artist,my,Nadine
442,Add radhae unakku kobam aagathadi to my  Women of Metal playlist,Women of Metal,radhae unakku kobam aagathadi,,my,
443,add album to my  classical essentials playlist,classical essentials,,album,my,
444,Add TEENAGER to the queen playlist,queen,TEENAGER,,,
445,please put this artist on my  indie mim playlist,indie mim,,artist,my,
446,add artist  steve cropper to Rhythm and Blues,Rhythm and Blues,,artist,,steve cropper
447,add Dean Martin  track to metal xplorer playlist,metal xplorer,,track,,Dean Martin
448,put this song in the playlist Trap Land,Trap Land,,song,,
449,add 3 Natsu Natsu Mini Berryz to my  rock classics playlist,rock classics,3 Natsu Natsu Mini Berryz,,my,
450,Add nyoil to my  this is prince playlist,this is prince,,,my,nyoil
451,Add this tune to my list jazz vibes,jazz vibes,,tune,my,
452,Add sp balasubrahmanyam to my  rockabilly mania playlist.,rockabilly mania,,,my,sp balasubrahmanyam
453,add this album to my  All Out 70s playlist,All Out 70s,,album,my,
454,add bob klose to la mejor mÃºsica para tus fiestas ,la mejor mÃºsica para tus fiestas,,,,bob klose
455,add song to Zen Focus playlist,Zen Focus,,song,,
456,add this tune by hart wand on this is wagner,this is wagner,,tune,,hart wand
457,Add the da brat  track to the Soak Up The Sun playlist.,Soak Up The Sun,,track,,da brat
458,add Roger Nichols to Punk Rock Workout,Punk Rock Workout,,,,Roger Nichols
459,Include Laarni Lozada on endorphin rush playlist,endorphin rush,,,,Laarni Lozada
460,add francesco de gregori to gayle's  Women who Dj playlist,Women who Dj,,,gayle's,francesco de gregori
461,Add Sarah Vaughan to the spa treatment playlist.,spa treatment,,,,Sarah Vaughan
462,Add Third Stone from the Sun to the ConcentraciÃ³n playlist.,ConcentraciÃ³n,Third Stone from the Sun,,,
463,add the artist  cho kyu hyun to Funky Jams,Funky Jams,,artist,,cho kyu hyun
464,"I want to add Aprite le finestre to my playlist entitled This Is Earth, Wind & Fire","This Is Earth, Wind & Fire",Aprite le finestre,,my,
465,Add alexia to women of classical,women of classical,,,,alexia
466,put this track by Tony Bevilacqua into joan's playlist with the title women of folk & americana,women of folk & americana,,track,joan's,Tony Bevilacqua
467,add this album to my  Throwback Party playlist,Throwback Party,,album,my,
468,Add nina hagen to essential folk,essential folk,,,,nina hagen
469,please add Secrets of the Alibi to the playlist called keep calm,keep calm,Secrets of the Alibi,,,
470,add Karin Dreijer Andersson in Escapada  album,Escapada,,album,,Karin Dreijer Andersson
471,Add this ruth crawford seeger  song to my playlist called The Soundtrack 007,The Soundtrack 007,,song,my,ruth crawford seeger
472,Add jenifer to Rock the 2000's,Rock the 2000's,,,,jenifer
473,Add josephine wiggs to my  kickass metal playlist.,kickass metal,,,my,josephine wiggs
474,Add the big mama thornton  song to cassie's  Punk Rock Workout playlist,Punk Rock Workout,,song,cassie's,big mama thornton
475,add artist to acoustic soul,acoustic soul,,artist,,
476,Add name house of gold to the de manhattan con amor playlist,de manhattan con amor,house of gold,,,
477,add the song to my  We Everywhere playlist,We Everywhere,,song,my,
478,Can you add this tune to the night out playlist?,night out,,tune,,
479,Add album to my  party with friends,party with friends,,album,my,
480,add i roy to my  this is Rosana playlist,this is Rosana,,,my,i roy
481,Add Transmission to my  found them first,found them first,Transmission,,my,
482,The Songs to Sing in the Car playlist needs k j yesudas discography in it.,Songs to Sing in the Car,,,,k j yesudas discography
483,add slave to the rhythm to the playlist Massive Soca Hits,Massive Soca Hits,slave to the rhythm,,,
484,add Intelligence and Sacrifice to Skatepark Punks,Skatepark Punks,Intelligence and Sacrifice,,,
485,For my playlist it's ok to like jazz add this tune,it's ok to like jazz,,tune,my,
486,Add Chamberlain Waits to my  picnic in the park,picnic in the park,Chamberlain Waits,,my,
487,Can you please put this track onto my  TODO NOVEDADES playlist?,TODO NOVEDADES,,track,my,
488,add Totally Stress Free by bobby lord to my playlist,Totally Stress Free,,,my,bobby lord
489,Add shame on you to my  masters of metal playlist,masters of metal,shame on you,,my,
490,Add Cake to Bake to lo que suena new york,lo que suena new york,Cake to Bake,,,
491,add this song to the Novedades Pop playlist,Novedades Pop,,song,,
492,Add something by Arnett Cobb to my  La Mejor MÃºsica para tus Fiestas playlist,La Mejor MÃºsica para tus Fiestas,,,my,Arnett Cobb
493,add young maylay to Club Hits,Club Hits,,,,young maylay
494,Put this artist on my  Folk for Kids playlist,Folk for Kids,,artist,my,
495,put this track on my  infinite indie folk playlist,infinite indie folk,,track,my,
496,Add this track to Duetos,Duetos,,track,,
497,Add the album to rosanna's  ejercicio playlist.,ejercicio,,album,rosanna's,
498,I want to add another album to the wine & dine playlist.,wine & dine,,album,,
499,add artist to Novedades Pop,Novedades Pop,,artist,,
500,"add Please, Please, Please, Let Me Get What I Want to my  crate diggers anonymous",crate diggers anonymous,"Please, Please, Please, Let Me Get What I Want",,my,
501,Go to cali fire and add refrain to my playlist,cali fire,refrain,,my,
502,Add Bashful Brother Oswald to Love Moments,Love Moments,,,,Bashful Brother Oswald
503,add a tune in women of classical,women of classical,,tune,,
504,add pangaea to my  Gold Edition playlist,Gold Edition,pangaea,,my,
505,add this track to anne's playlist named Just Smile,Just Smile,,track,anne's,
506,I'd like a new england added to Classical Moments in Movies .,Classical Moments in Movies,a new england,,,
507,add this artist to the This Is Dirty Projectors playlist,This Is Dirty Projectors,,artist,,
508,I want to add Robin Hood and Queen Katherine to my playlist entitled Genuine R&B,Genuine R&B,Robin Hood and Queen Katherine,,my,
509,ad i should have known better to this is bb king,this is bb king,i should have known better,,,
510,Add i dreamt of a dragon to my  Futuros Hits playlist.,Futuros Hits,i dreamt of a dragon,,my,
511,"add Hello Central, Give Me Heaven to Indie Pop",Indie Pop,"Hello Central, Give Me Heaven",,,
512,Add twin peaks fire walk with me to the night out playlist,night out,twin peaks fire walk with me,,,
513,Add another artist to my  soul bpm playlist,soul bpm,,artist,my,
514,Add El Noi de la Mare to The New Waltz playlist,The New Waltz,El Noi de la Mare,,,
515,add Matthew Helders  artist in Showstopper Being Mary Jane,Showstopper Being Mary Jane,,artist,,Matthew Helders
516,Add Leah Kauffman to my  uncharted 4 nathan drake playlist,uncharted 4 nathan drake,,,my,Leah Kauffman
517,Add house of pain to my  90s Indie playlist,90s Indie,house of pain,,my,
518,Add Sweet Black Angel to my  Diarios de Bicicleta playlist,Diarios de Bicicleta,Sweet Black Angel,,my,
519,add tune to my playlist ironing,ironing,,tune,my,
520,Add out of the air to my  a mis niÃ±os de 30 playlist,a mis niÃ±os de 30,out of the air,,my,
521,Add this artist to sleep tight,sleep tight,,artist,,
