,text,timeRange,spatial_relation,geographic_poi,city,country,condition_description,current_location,condition_temperature,state
328,She me the weather in the current place for nov. the 9th,nov. the 9th,,,,,,current place,,
329,"Is there an expected blizzard in Brook , Tennessee  today ?",today,,,Brook,,blizzard,,,Tennessee
330,Can you give me the forecast for Keytesville for 12 minutes from now,12 minutes from now,,,Keytesville,,,,,
331,Weather for James M. Robb â Colorado River State Park,,,James M. Robb â Colorado River State Park,,,,,,
332,Will it be temperate in Tanana  France in a week,week,,,Tanana,France,,,temperate,
333,Is it going to be nice at 6 AM at Chippewa Lake,6 AM,,,Chippewa Lake,,,,,
334,Is it colder in Paraguay this morning,morning,,,,Paraguay,,,colder,
335,Is it forecast to be cold in Wisconsin ?,,,,,,,,cold,Wisconsin
336,"How will the weather be in Bettles , Aruba on may the tenth, 2026 ?","may the tenth, 2026",,,Bettles,Aruba,,,,
337,what is the forecast for Tschetter Colony on Ascension Day in Oregon,Ascension Day,,,Tschetter Colony,,,,,Oregon
338,How much fog is there in Hahnville ?,,,,Hahnville,,fog,,,
339,Will it be snowy at the current position by March 3 ?,March 3,,,,,snowy,current position,,
340,what is the forecast for january twenty-eighth in Kentmore Park,january twenty-eighth,,,Kentmore Park,,,,,
341,Will it be colder in Tallgrass Prairie National Preserve ?,,,Tallgrass Prairie National Preserve,,,,,colder,
342,What will the weather be ten minutes from now in Canada ?,ten minutes from now,,,,Canada,,,,
343,What is the weather in Silver Springs  Western Sahara ?,,,,Silver Springs,Western Sahara,,,,
344,What's the weather in Singapore,,,,,Singapore,,,,
345,What's the weather forecast for Sequoyah National Wildlife Refuge,,,Sequoyah National Wildlife Refuge,,,,,,
346,"Tell me the weather forecast for my current spot on dec. fourth, 2021","dec. fourth, 2021",,,,,,current spot,,
347,What's the weather in Lime Ridge  DC,,,,Lime Ridge,,,,,DC
348,Can you tell me the weather forecast for six am in Grenada,six am,,,,Grenada,,,,
349,What is the weather like right now for Fort Adams ?,now,,,Fort Adams,,,,,
350,"what will the weather be in Mascoutah , Tanzania at 09:04:38 am",09:04:38 am,,,Mascoutah,Tanzania,,,,
351,"Check the weather for Eagle Harbor , Tanzania",,,,Eagle Harbor,Tanzania,,,,
352,What will it feel like in the current place in July,July,,,,,,current place,,
353,Is it forecast to be chilly  here on july 14 ?,july 14,,,,,,here,chilly,
354,forecast for Hardinsburg  20 seconds from now,20 seconds from now,,,Hardinsburg,,,,,
355,Give me the weather forecast for Wisconsin Dells in Saint Kitts and Nevis on the day after tomorrow,the day after tomorrow,,,Wisconsin Dells,Saint Kitts and Nevis,,,,
356,Will it be warmer at 2 pm at the Ak-Suu Complex Nature Reserve,2 pm,,Ak-Suu Complex Nature Reserve,,,,,warmer,
357,What will the weather be like nine years from now in Eastport  El Salvador,nine years from now,,,Eastport,El Salvador,,,,
358,what weather is in Saint Vincent and the Grenadines on Thursday,Thursday,,,,Saint Vincent and the Grenadines,,,,
359,what is the forecast for Lille in Norway,,,,Lille,Norway,,,,
360,weather 1 minute from now in Camden Point  Zambia,1 minute from now,,,Camden Point,Zambia,,,,
361,What will it be like in six PM at the current place,six PM,,,,,,current place,,
362,what is the current position forecast for starting on July 22,July 22,,,,,,current position,,
363,Will it be foggy  here ?,,,,,,foggy,here,,
364,what is the forecast for colder in Anston,,,,Anston,,,,colder,
365,Will there be rainfall at one PM in Catahoula,one PM,,,Catahoula,,rainfall,,,
366,Tell me when it'll be cloudy in Woodport,,,,Woodport,,cloudy,,,
367,what is the depression forecast for in five years in Altyn-Emel-Nationalpark,in five years,,Altyn-Emel-Nationalpark,,,depression,,,
368,in two hundred forty eight days what will MP weather be like,in two hundred forty eight days,,,,,,,,MP
369,Is it going to be nice in Sandoval  Belgium,,,,Sandoval,Belgium,,,,
370,What's the weather forecast for New Zealand ?,,,,,New Zealand,,,,
371,what is the British Virgin Islands forecast for next november,next november,,,,British Virgin Islands,,,,
372,Tell me the weather forecast for RI,,,,,,,,,RI
373,Will a blizzard hit Torrey Pines State Natural Reserve on jun. sixteenth ?,jun. sixteenth,,Torrey Pines State Natural Reserve,,,blizzard,,,
374,what is the Mississippi for the week,week,,,,,,,,Mississippi
375,How will the weather be in six and a half months in CO ?,in six and a half months,,,,,,,,CO
376,"Let me get the forecast in Allardt , Canada .",,,,Allardt,Canada,,,,
377,is it going to be chilly on 12/13/2025 in Haugan  Pakistan,12/13/2025,,,Haugan,Pakistan,,,chilly,
378,"Will it be cold in Allardt , Aruba ?",,,,Allardt,Aruba,,,cold,
379,What is the weather forecast 131 days from now in Atanassow-See,131 days from now,,Atanassow-See,,,,,,
380,in Taiwan will there be rainfall in Willimantic,,,,Willimantic,Taiwan,rainfall,,,
381,What will it feel like on Oct. 21 in KY,Oct. 21,,,,,,,,KY
382,"What's the weather forecast for Hooven , Lithuania on National Grandparents Day ?",National Grandparents Day,,,Hooven,Lithuania,,,,
383,Is it going to be warm  today at Saint Martin in Port Orford ?,today,,,Port Orford,Saint Martin,,,warm,
384,Will there be a blizzard  next friday  close in TN ?,next friday,close,,,,blizzard,,,TN
385,What's the weather going to be like tomorrow at Black Hawk State Park ?,tomorrow,,Black Hawk State Park,,,,,,
386,Will it be warm in the current place  next spring,next spring,,,,,,current place,warm,
387,show weather forecast in Kenya,,,,,Kenya,,,,
388,Will it be warm in Cotati in Guinea-Bissau,,,,Cotati,Guinea-Bissau,,,warm,
389,What is the weather forecast for my current position,,,,,,,current position,,
390,What is the forecast for march the twelfth  faraway from Pine Mountain State Resort Park,march the twelfth,faraway,Pine Mountain State Resort Park,,,,,,
391,What will the weather be like 20 minutes from now in Homestead Meadows in Martinique,20 minutes from now,,,Homestead Meadows,Martinique,,,,
392,what is the forecast in North Carolina,,,,,,,,,North Carolina
393,What's the weather going to be like near  Moldova on fri.,fri.,near,,,Moldova,,,,
394,what's the forecast for my current location,,,,,,,current location,,
395,"What will the weather be like in Port Clinton , Nebraska around midnight ?",midnight,,,Port Clinton,,,,,Nebraska
396,forecase for Ohio  in twenty one hours and one second,in twenty one hours and one second,,,,,,,,Ohio
397,will there be rain  today in Greece,today,,,,Greece,rain,,,
398,What is the weather forecast for New Mexico,,,,,,,,,New Mexico
399,Will there be wind in AS,,,,,,wind,,,AS
400,"Is it humid in Caddo Mills , KY ?",,,,Caddo Mills,,humid,,,KY
401,What's the weather in close by my current position,,close by,,,,,current position,,
402,Tell me if it will hail in Elliotts Bluff at five o'clock,five o'clock,,,Elliotts Bluff,,hail,,,
403,Will it be warm in Zambia at 9 PM,9 PM,,,,Zambia,,,warm,
404,"Is it going to be warm on march the 12th in Pendleton , Delaware ?",march the 12th,,,Pendleton,,,,warm,Delaware
405,at my current spot is it going to be hotter on Nov. the eighth,Nov. the eighth,,,,,,current spot,hotter,
406,what is the current place forecast,,,,,,,current place,,
407,Will it feel nicer in Finland or New Mexico  today,today,,,Finland,,,,,New Mexico
408,Is it going to rain in Kansas by march 4,march 4,,,,,rain,,,Kansas
409,Will it be chilly at 11 am in Loup City,11 am,,,Loup City,,,,chilly,
410,Tell me the weather forecast for 10/21/2024 in Metamora,10/21/2024,,,Metamora,,,,,
411,Weather for this Winter  here,this Winter,,,,,,here,,
412,what is the forecast for Niger,,,,,Niger,,,,
413,what is the forecast for Dr. Julian G. Bruce St. George Island State Park for rainy weather,,,Dr. Julian G. Bruce St. George Island State Park,,,rainy,,,
414,Tell me the weather forecast for Croatia  now,now,,,,Croatia,,,,
415,What will the weather be in Meeres-Nationalpark Insel Bastimentos at twelve PM ?,twelve PM,,Meeres-Nationalpark Insel Bastimentos,,,,,,
416,show freezing forcast now  within the same area in North Dakota,now,within the same area,,,,,,freezing,North Dakota
417,Is the weather hot in Miller House  NV,,,,Miller House,,,,hot,NV
418,What is the weather in Hadar,,,,Hadar,,,,,
419,Will there be sun in the Manassas National Battlefield Park ?,,,Manassas National Battlefield Park,,,sun,,,
420,Ho warm is it in Arcola ?,,,,Arcola,,,,warm,
421,one hour from now what will it be like in Cholame  Rhode Island,one hour from now,,,Cholame,,,,,Rhode Island
422,How is the humidity  near my current place,,near,,,,humidity,current place,,
423,What will the weather be like 1 second from now in Pugu Hills Forest Reserve,1 second from now,,Pugu Hills Forest Reserve,,,,,,
424,What is the weather forecast for Boden,,,,Boden,,,,,
425,Is it snowy in Fort Ross State Historic Park ?,,,Fort Ross State Historic Park,,,snowy,,,
426,"I need the weather in Hubbardston , will it be chillier ?",,,,Hubbardston,,,,chillier,
427,What will the weather be here on dec. 25th ?,dec. 25th,,,,,,here,,
428,Will it be warmer in Flag ?,,,,Flag,,,,warmer,
429,will the sun come out today in Houston,today,,,Houston,,sun,,,
430,Will it be warmer at fourteen o'clock in Atlas  Mongolia,fourteen o'clock,,,Atlas,Mongolia,,,warmer,
431,Tell me the weather forecast for Cape Verde,,,,,Cape Verde,,,,
432,Will it be freezing  here  in 9 seconds,in 9 seconds,,,,,,here,freezing,
433,"Tell me the weather forecast one year from now in Kulpsville , Togo",one year from now,,,Kulpsville,Togo,,,,
434,Will there be a cloud in Kiribati,,,,,Kiribati,cloud,,,
435,Will there be a blizzard at a 4 AM in Sky Valley ,4 AM,,,Sky Valley,,blizzard,,,
436,"Will it be hot in AMenia , WI ?",,,,AMenia,,,,hot,WI
437,Will it be hot  two seconds from now in neighboring  West Clear Creek Wilderness,two seconds from now,neighboring,West Clear Creek Wilderness,,,,,hot,
438,What is the weather supposed to be like in New Jersey  three months from now,three months from now,,,,,,,,New Jersey
439,What will the weather by close by the current position at 02:02:30 ?,02:02:30,close,,,,,current position,,
440,In Hawaii will it be warmer at 3 am,3 am,,,,,,,warmer,Hawaii
441,what is the forecast for warm weather in Carl,,,,Carl,,,,warm,
442,What will the weather be in one minute in Tanzania,in one minute,,,,Tanzania,,,,
443,"will it rain on Jan. 18th, 2029 in Kanopolis  Arkansas","Jan. 18th, 2029",,,Kanopolis,,rain,,,Arkansas
444,"Will it be freezing  one second from now in Aragon , Pakistan",one second from now,,,Aragon,Pakistan,,,freezing,
445,what is the weather forecast close-by  Bermuda,,close-by,,,Bermuda,,,,
446,is it going to blizzard at my current position,,,,,,blizzard,current position,,
447,How hot will be there in Kanwar Lake Bird Sanctuary  tomorrow ?,tomorrow,,Kanwar Lake Bird Sanctuary,,,,,hot,
448,What will the weather be in Totowa  Guernsey ?,,,,Totowa,Guernsey,,,,
449,Is it forecast to be stormy  close to Nimule-Nationalpark  1 hour from now ?,1 hour from now,close,Nimule-Nationalpark,,,stormy,,,
450,is Cape Mount Nature Conservation Unit has storm weather,,,Cape Mount Nature Conservation Unit,,,storm,,,
451,I need the forecast for Mamaroneck  in six weeks,in six weeks,,,Mamaroneck,,,,,
452,What's the weather in Koontz Lake,,,,Koontz Lake,,,,,
453,Ethiopia  Ellenton has snow weather at eight PM,eight PM,,,Ellenton,Ethiopia,snow,,,
454,How will the weather be in Bhutto family mausoleum  next autumn ?,next autumn,,Bhutto family mausoleum,,,,,,
455,will it be freezing in New Ringgold  Nebraska,,,,New Ringgold,,,,freezing,Nebraska
456,I'd like the weather forecast in Gang Mills  four years from now .,four years from now,,,Gang Mills,,,,,
457,Will there be rain  in 8 minutes in MD,in 8 minutes,,,,,rain,,,MD
458,How is faraway  cloudy at 02:45 am in Brumley ?,02:45 am,faraway,,Brumley,,cloudy,,,
459,How will be the weather in Waltersville  in one hour ?,in one hour,,,Waltersville,,,,,
460,Is the forecast hot  in 1 hour in Leasburg ?,in 1 hour,,,Leasburg,,,,hot,
461,Is it going to be chillier in New Mexico  this spring ?,this spring,,,,,,,chillier,New Mexico
462,"Tell me if there will be a snowstorm on Sep. the second, 2028 in Olpe","Sep. the second, 2028",,,Olpe,,snowstorm,,,
463,what is the 00:00 pm forecast for blizzard conditions in Cameroon,00:00 pm,,,,Cameroon,blizzard,,,
464,"What will the weather be at ten am in Fourche , NV",ten am,,,Fourche,,,,,NV
465,Will there be a lot of wind in West Fargo  GU,,,,West Fargo,,wind,,,GU
466,What's the forecast for Pipe Spring National Monument ?,,,Pipe Spring National Monument,,,,,,
467,will it be stormy in Saint Pierre and Miquelon in the city of Wenham,,,,Wenham,Saint Pierre and Miquelon,stormy,,,
468,Will it be overcast during meal time in NH ?,meal,,,,,overcast,,,NH
469,Will it be warmer in Saint Louis Park,,,,Saint Louis Park,,,,warmer,
470,book me a restaurant in Aransas Pass  in seventeen hours,in seventeen hours,,,Aransas Pass,,,,,
471,Is it going to be warm in Cottageville,,,,Cottageville,,,,warm,
472,show weather forecast at three am .in Wauregan,three am,,,Wauregan,,,,,
473,how's the forecast looking for supper time in Dresbach  Vanuatu,supper,,,Dresbach,Vanuatu,,,,
474,Is it warm in Sierra Blanca  now,now,,,Sierra Blanca,,,,warm,
475,"What's the weather for April 10th, 2028 in Arkansas","April 10th, 2028",,,,,,,,Arkansas
476,What was the weather in my current position  last October,last October,,,,,,current position,,
477,Is there going to be a depression in my current location on nov. the ninth,nov. the ninth,,,,,depression,current location,,
478,Will it in hail in my current position on 12/10/2035 ?,12/10/2035,,,,,hail,current position,,
479,Will it be colder in Winnebago,,,,Winnebago,,,,colder,
480,What will be the night  temperate in Indiana ?,night,,,,,,,temperate,Indiana
481,check the weather for around nine in South Georgia and the South Sandwich Islands,nine,,,,South Georgia and the South Sandwich Islands,,,,
482,What's the weather forecast for the area neighboring  KS  this autumn ?,this autumn,neighboring,,,,,,,KS
483,Weather for Jan. 7 in North Carolina,Jan. 7,,,,,,,,North Carolina
484,Weather here at two pm,two pm,,,,,,here,,
485,What is the weather forecast for my current place ?,,,,,,,current place,,
486,What's the weather going to be like around  Lewis and Clark Trail  sixteen hours from now ?,sixteen hours from now,around,Lewis and Clark Trail,,,,,,
487,What's the weather in Oregon,,,,,,,,,Oregon
488,"Will it get chillier in Las Lomas , British Virgin Islands on Nov. the 21st ?",Nov. the 21st,,,Las Lomas,British Virgin Islands,,,chillier,
489,What is the weather forecast for Winger,,,,Winger,,,,,
490,What's the weather in Wisconsin on National Maritime Day,National Maritime Day,,,,,,,,Wisconsin
491,Will it be colder in San Pablo  today ?,today,,,San Pablo,,,,colder,
492,Show me the forecast for Wisconsin,,,,,,,,,Wisconsin
493,"Tell me the forecast for Rogers City , MS",,,,Rogers City,,,,,MS
494,Is it rainy at the Edward L. Ryerson Conservation Area ?,,,Edward L. Ryerson Conservation Area,,,rainy,,,
495,What is the weather going to be like in Epleys in South Georgia and the South Sandwich Islands  in 11 months,in 11 months,,,Epleys,South Georgia and the South Sandwich Islands,,,,
496,Will it be warmer in AMnicon Falls State Park ?,,,AMnicon Falls State Park,,,,,warmer,
497,What's the weather like today in Plankinton ?,today,,,Plankinton,,,,,
498,Will it be colder in Holladay  Saint Kitts and Nevis,,,,Holladay,Saint Kitts and Nevis,,,colder,
499,How will the weather be this month in OR,this month,,,,,,,,OR
500,Will it get hotter in Hext ?,,,,Hext,,,,hotter,
501,what's the weather like in El Salvador on wed .,wed,,,,El Salvador,,,,
502,there is fog weather in Grand Lake  Nebraska,,,,Grand Lake,,fog,,,Nebraska
